Institute,Course,Branch/Subject,No. of seats,Course Duration (In Months),Examination Pattern,Annual Tuition Fees,Annual Total Fees,Eligibility Criteria,Additional Criteria,SII Institute Link
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Chemical Engineering,18,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Civil Engineering,27,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Computer Science (Data Science),21,48,semester,USD 11250,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering,180,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Artificial Intelligence and Machine Learning),10,48,semester,USD 9000,USD 11250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Bioinformatics),18,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Information Security),36,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Internet of Things (IOT)),36,48,semester,USD 9000,USD 11250,( ( 10+2 in Physics with minimum 55% score  Or  10+2 in Chemistry with minimum 55% score  Or  10+2 in Mathematics with minimum 55% score  ) ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,45,48,semester,USD 9000,USD 11250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Electronics and Communication Engineering,117,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Electronics and Communication Engineering (spl. In Biomedical Engineering),18,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And ( 10+2 in Biology with minimum 55% score And )10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Electronics and Instrumentation Engineering,18,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Fashion Technology,10,48,semester,USD 9000,USD 11250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Information Technology,54,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Mechanical Engineering,126,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Mechanical Engineering (Manufactruring Engineering),10,48,semester,USD 9000,USD 11250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Mechanical Engineering (spec. in Automotive Engineering),18,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Computer Science and Business System,27,48,semester,USD 9000,USD 11250,( 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score And 10+2 in Mathematics with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering with a Specialization in Blockchain Technology,10,48,semester,USD 9000,USD 11250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Mechatronics & Automation,10,48,semester,USD 9000,USD 11250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering with specialization in Cyber Physical Systems,10,48,semester,USD 11250,USD 11250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Electronics & Computer Engineering,10,48,semester,USD 9000,USD 11250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Mechanical Engineering (Spec. Artificial Intelligence & Machine Learning),10,48,semester,USD 9000,USD 11250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Mechanical Engineering (Spec. in Electric & Hybrid Vehicles),10,48,semester,USD 9000,USD 11250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Agricultural Engineering,6,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Agriculture with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Bioinformatics,6,48,semester,USD 5000,USD 8000,( 10+2 in Biology with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Biomedical Engineering,3,48,semester,USD 5000,USD 8000,( 10+2 in Biology with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Biotechnology,15,48,semester,USD 5000,USD 8000,( 10+2 in Biology with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Chemical Engineering,3,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Chemical Engineering with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Civil Engineering,3,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Civil Engineering with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Computer Science and Engineering,54,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Computer science and engineering with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Artificial Intelligence and Machine Learning),6,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Computer science and engineering with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Cyber Security),6,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Computer science and engineering with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,3,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Electrical with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Electronics and Communication Engineering,24,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Electronics and Communication with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Food Technology,12,48,semester,USD 5000,USD 8000,( 10+2 in Biology with minimum 50% score Diploma in Food Technology with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Information Technology,12,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Computer science and engineering with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Mechanical Engineering,6,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Mechanical Engineering with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Robotics and Automation,3,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Mechanical Engineering with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Textile Technology,3,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Textile Technology with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
"Vignan’s Foundation for Science, Technology& Research (VFSTR) University",Bachelor of Technology (B.Tech),Computer Science and Business System,3,48,semester,USD 5000,USD 8000,( 10+2 in Mathematics with minimum 50% score Diploma in Computer science and engineering with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-337#Section2
VIGNAN'S INSTITUTE OF INFORMATION TECHNOLOGY,Bachelor of Technology (B.Tech),Civil Engineering,27,48,semester,INR 150000,INR 344000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Diploma in Architecture with minimum 50% score Or Diploma in Civil Engineering with minimum 50% score Or Diploma in Environmental Engineering with minimum 50% score Or Diploma in B.Planning with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-343#Section2
VIGNAN'S INSTITUTE OF INFORMATION TECHNOLOGY,Bachelor of Technology (B.Tech),Computer Science and Engineering,36,48,semester,INR 150000,INR 344000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Diploma in Computer Science with minimum 50% score Or Diploma in Computer science and engineering with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-343#Section2
VIGNAN'S INSTITUTE OF INFORMATION TECHNOLOGY,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,27,48,semester,INR 150000,INR 344000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Diploma in Electrical with minimum 50% score Or Diploma in Electronics and Electrical with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-343#Section2
VIGNAN'S INSTITUTE OF INFORMATION TECHNOLOGY,Bachelor of Technology (B.Tech),Electronics and Communication Engineering,27,48,semester,INR 150000,INR 344000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Diploma in Electronics and Communication with minimum 50% score Or Diploma in Electronics and Electrical with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-343#Section2
